GEOID,ALAND,AWATER,NAME,State,County,B19049_001E,B19049_001M,B19049_002E,B19049_002M,B19049_003E,B19049_003M,B19049_004E,B19049_004M,B19049_005E,B19049_005M,B19013B_001E,B19013B_001M,B19013C_001E,B19013C_001M,B19013D_001E,B19013D_001M,B19013E_001E,B19013E_001M,B19013F_001E,B19013F_001M,B19013G_001E,B19013G_001M,B19013H_001E,B19013H_001M,B19013I_001E,B19013I_001M,B19053_001E,B19053_001M,B19053_002E,B19053_002M,B19053_003E,B19053_003M,B19053_calc_pctSelfempE,B19053_calc_pctSelfempM,Shape__Area,Shape__Length,Update_Field
42003560400,511709.0,0.0,Census Tract 5604,Pennsylvania,Allegheny County,46250.0,8264.0,,,58750.0,14374.0,,,42813.0,21581.0,40660.0,13993.0,,,55500.0,7516.0,,,,,70909.0,3798.0,56548.0,10729.0,70653.0,12620.0,844,133.0,57,43.0,787,125.0,6.8,4.982392445538148,884471.80859375,4375.009566418338,Yes
42003560500,464334.0,0.0,Census Tract 5605,Pennsylvania,Allegheny County,94952.0,17148.0,,,96591.0,21586.0,109219.0,38323.0,65192.0,35861.0,61316.0,25394.0,,,,,,,,,,,102234.0,26522.0,121944.0,37822.0,1406,275.0,119,59.0,1287,289.0,8.5,3.855972140385679,802420.52734375,3616.3111292826693,Yes
42003561400,1824590.0,0.0,Census Tract 5614,Pennsylvania,Allegheny County,43032.0,9183.0,,,44520.0,14220.0,58958.0,29575.0,29654.0,10039.0,37009.0,10946.0,,,,,,,,,43637.0,10671.0,67414.0,10689.0,,,2312,260.0,104,70.0,2208,269.0,4.5,2.9851232954903346,3154293.08984375,9329.166139141567,Yes
42003561500,1279790.0,0.0,Census Tract 5615,Pennsylvania,Allegheny County,55742.0,9776.0,,,,,108090.0,65486.0,51633.0,8809.0,39318.0,13901.0,,,,,,,,,,,58750.0,16257.0,148152.0,73316.0,1470,162.0,66,41.0,1404,155.0,4.5,2.7448761626269524,2211789.8125,8993.581818346905,Yes
42003561900,1080836.0,0.0,Census Tract 5619,Pennsylvania,Allegheny County,29118.0,25512.0,,,,,50197.0,27131.0,,,36648.0,23342.0,,,,,,,,,,,,,,,964,172.0,10,24.0,954,173.0,1.0,2.4827370850218413,1869547.1796875,6588.593268755009,Yes
42003562000,586698.0,0.0,Census Tract 5620,Pennsylvania,Allegheny County,30689.0,7767.0,13340.0,8723.0,36698.0,20579.0,30443.0,19228.0,55329.0,27434.0,23883.0,11022.0,,,36277.0,23031.0,,,,,,,37353.0,26282.0,,,1794,255.0,108,90.0,1686,249.0,6.0,4.943206405741401,1014301.83203125,6129.679893467095,Yes
42003562300,3115857.0,276270.0,Census Tract 5623,Pennsylvania,Allegheny County,32250.0,19392.0,,,56184.0,20533.0,,,24828.0,16092.0,,,,,,,,,,,11250.0,5333.0,,,11231.0,6478.0,1342,218.0,86,64.0,1256,219.0,6.4,4.653998097175695,5380001.05859375,9926.45774033898,Yes
42003562400,1891449.0,0.0,Census Tract 5624,Pennsylvania,Allegheny County,39762.0,14249.0,,,31333.0,8742.0,73259.0,14882.0,53750.0,16884.0,32350.0,8114.0,,,,,,,2499.0,,50125.0,44995.0,82115.0,14084.0,2499.0,,1166,158.0,90,70.0,1076,175.0,7.7,5.911616463437416,3266216.7734375,8162.647965201817,Yes
42003562500,2020589.0,225189.0,Census Tract 5625,Pennsylvania,Allegheny County,50688.0,8781.0,,,53941.0,7052.0,49063.0,21801.0,,,48854.0,12117.0,,,,,,,,,,,50750.0,18105.0,,,1114,151.0,75,77.0,1039,167.0,6.7,6.8515217871377985,3493858.41015625,11309.489780401784,Yes
42003562600,2093529.0,187348.0,Census Tract 5626,Pennsylvania,Allegheny County,42372.0,14927.0,,,49183.0,15632.0,36268.0,35008.0,,,48289.0,32060.0,,,,,,,,,,,37179.0,19920.0,,,1437,363.0,46,39.0,1391,361.0,3.2,2.5907223523182608,3618375.33984375,11074.211974122034,Yes
42003562700,909691.0,6551.0,Census Tract 5627,Pennsylvania,Allegheny County,67667.0,12083.0,45100.0,38031.0,79231.0,21692.0,83281.0,55781.0,,,16350.0,3494.0,,,139554.0,32854.0,,,,,,,71850.0,11934.0,,,1332,124.0,119,87.0,1213,106.0,8.9,6.478363989275777,1584022.71484375,5641.923518828145,Yes
42003562800,1776466.0,0.0,Census Tract 5628,Pennsylvania,Allegheny County,59938.0,4796.0,,,61544.0,10723.0,52069.0,22866.0,62955.0,61235.0,50776.0,34482.0,,,,,,,,,72292.0,47764.0,60515.0,6138.0,,,763,89.0,81,45.0,682,99.0,10.6,5.766309614987623,3068560.30859375,11519.892225222175,Yes
42003563000,3938517.0,0.0,Census Tract 5630,Pennsylvania,Allegheny County,67261.0,10713.0,,,81071.0,46165.0,70842.0,4763.0,55208.0,33780.0,70479.0,18615.0,,,21216.0,2530.0,,,,,61125.0,46065.0,66729.0,32387.0,,,1295,147.0,157,93.0,1138,132.0,12.1,7.048374296641225,6809230.4453125,14665.276258060821,Yes
42003563100,2714772.0,0.0,Census Tract 5631,Pennsylvania,Allegheny County,71009.0,8429.0,21029.0,15370.0,70880.0,12225.0,97188.0,53886.0,69000.0,12649.0,71343.0,13544.0,,,41910.0,15188.0,,,,,,,79732.0,14326.0,,,1641,212.0,134,132.0,1507,178.0,8.2,7.974400258748875,4690484.82421875,13266.950030470405,Yes
42003563300,25355417.0,0.0,Census Tract 5633,Pennsylvania,Allegheny County,179688.0,19958.0,,,206250.0,73244.0,239250.0,30217.0,133393.0,77363.0,,,,,,,,,,,205625.0,101389.0,181786.0,23771.0,,,587,60.0,76,23.0,511,64.0,12.9,3.687973071122765,43977870.66796875,37864.45104765579,Yes
42003563800,15304379.0,1101372.0,Census Tract 5638,Pennsylvania,Allegheny County,95833.0,15412.0,,,153333.0,29884.0,110875.0,19031.0,73214.0,14067.0,250001.0,,,,,,,,210750.0,95680.0,150500.0,40691.0,91125.0,16323.0,,,1622,121.0,154,46.0,1468,122.0,9.5,2.7461363355740773,26516080.7265625,35261.92928449161,Yes
42003563900,1894346.0,0.0,Census Tract 5639,Pennsylvania,Allegheny County,73917.0,14262.0,30833.0,14084.0,94458.0,15789.0,59692.0,12344.0,63182.0,19251.0,52692.0,12658.0,,,,,,,,,63587.0,45597.0,85466.0,9263.0,,,2005,181.0,268,154.0,1737,250.0,13.4,7.585422312489436,3271704.80859375,10950.045727027404,Yes
42003564000,42738972.0,0.0,Census Tract 5640,Pennsylvania,Allegheny County,121389.0,27760.0,,,140455.0,49847.0,158722.0,36400.0,84826.0,23670.0,,,,,,,,,,,162438.0,80536.0,118648.0,21122.0,,,2692,262.0,234,111.0,2458,231.0,8.7,4.035607995452075,73803531.984375,44644.16539263783,Yes
42003564100,2572032.0,0.0,Census Tract 5641,Pennsylvania,Allegheny County,150556.0,42053.0,,,211875.0,39457.0,242500.0,30871.0,84288.0,5372.0,,,,,250001.0,,,,,,83931.0,199.0,195000.0,15925.0,133958.0,835.0,414,75.0,40,9.0,374,75.0,9.7,1.2892764788252837,4443449.81640625,14519.30061396087,Yes
42003564200,13992456.0,415524.0,Census Tract 5642,Pennsylvania,Allegheny County,63529.0,16146.0,,,79643.0,38092.0,91111.0,16504.0,40625.0,11778.0,,,,,,,,,,,,,62868.0,15140.0,,,940,128.0,56,35.0,884,135.0,6.0,3.63395794257059,24106163.8984375,30721.054479928756,Yes
42003564400,13634136.0,0.0,Census Tract 5644,Pennsylvania,Allegheny County,62200.0,4920.0,,,66042.0,18063.0,83750.0,29527.0,55132.0,18538.0,38710.0,3655.0,,,63125.0,3445.0,,,,,,,64557.0,6270.0,,,2721,250.0,301,141.0,2420,261.0,11.1,5.081267750548854,23518814.12109375,24739.63234129033,Yes
42003564500,16448225.0,589901.0,Census Tract 5645,Pennsylvania,Allegheny County,70486.0,9904.0,,,66933.0,5707.0,118095.0,37940.0,60469.0,19101.0,38920.0,20705.0,,,,,,,,,,,70764.0,10406.0,,,1183,151.0,55,39.0,1128,160.0,4.6,3.24285251093473,28287199.265625,28271.311378926224,Yes
42003980000,635743.0,234551.0,Census Tract 9800,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,1275130.828125,5539.900905474489,Yes
42003980100,1448449.0,253872.0,Census Tract 9801,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,2749215.12890625,10507.179523356666,Yes
42003980300,1294128.0,0.0,Census Tract 9803,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,2236051.94140625,7186.039374964132,Yes
42003980400,1106319.0,0.0,Census Tract 9804,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,1914338.234375,9525.266797195538,Yes
42003980500,1611394.0,8798.0,Census Tract 9805,Pennsylvania,Allegheny County,31500.0,9341.0,,,,,,,,,,,,,,,,,,,,,31500.0,9341.0,,,14,9.0,0,11.0,14,9.0,0.0,78.57142857142857,2799584.375,7420.451636777621,Yes
42003980600,981768.0,469916.0,Census Tract 9806,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8.0,0,11.0,4,8.0,0.0,275.0,1697354.1015625,7766.26190850361,Yes
42003980700,620569.0,458389.0,Census Tract 9807,Pennsylvania,Allegheny County,91250.0,89543.0,,,132578.0,90343.0,151458.0,100438.0,,,,,,,,,,,,,,,112500.0,72312.0,,,81,36.0,16,24.0,65,28.0,19.8,28.299142843846642,1072368.08203125,8739.71818029129,Yes
42003980800,346129.0,164858.0,Census Tract 9808,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,598068.21875,4784.5144379569665,Yes
42003980900,1464153.0,854869.0,Census Tract 9809,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,2532430.57421875,12003.929687855536,Yes
42003981000,1378279.0,0.0,Census Tract 9810,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,2384303.41015625,8091.7973833815895,Yes
42003981100,875989.0,0.0,Census Tract 9811,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,1513994.6015625,5817.273100005843,Yes
42003981200,461252.0,135771.0,Census Tract 9812,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,797312.59765625,4361.523694633218,Yes
42003981800,1822888.0,305799.0,Census Tract 9818,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,3154034.62109375,8022.718414412022,Yes
42003982200,505672.0,0.0,Census Tract 9822,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,0,16.0,8,9.0,0.0,200.0,874036.37109375,6554.351820797015,Yes
42003010301,276653.0,217524.0,Census Tract 103.01,Pennsylvania,Allegheny County,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.0,0,11.0,0,11.0,,,478052.75390625,5694.770933172537,Yes
42003010302,580660.0,0.0,Census Tract 103.02,Pennsylvania,Allegheny County,56125.0,19104.0,58601.0,9819.0,73472.0,56751.0,24583.0,20363.0,42583.0,33407.0,,,,,,,,,,,,,58125.0,7882.0,,,313,84.0,25,22.0,288,83.0,8.0,6.693925570951451,1003418.40234375,5465.167931046006,Yes
42003101900,857102.0,0.0,Census Tract 1019,Pennsylvania,Allegheny County,64872.0,15166.0,,,77350.0,35787.0,56154.0,42467.0,22955.0,21573.0,51108.0,18928.0,,,,,,,,,,,74625.0,28520.0,,,1123,143.0,172,109.0,951,128.0,15.3,9.50818090034972,1482519.38671875,4626.8068206537655,Yes
42003120900,1153119.0,0.0,Census Tract 1209,Pennsylvania,Allegheny County,24757.0,12119.0,,,,,20625.0,15267.0,21894.0,21699.0,22382.0,4930.0,,,,,,,,,11648.0,11419.0,78698.0,7161.0,,,627,143.0,31,25.0,596,143.0,4.9,3.824469018347063,1994159.578125,6304.922431344426,Yes
42003130700,1277523.0,0.0,Census Tract 1307,Pennsylvania,Allegheny County,36318.0,11619.0,,,55867.0,28181.0,39872.0,29289.0,26454.0,6341.0,35341.0,9065.0,,,,,,,,,,,71328.0,63824.0,,,1052,192.0,45,57.0,1007,200.0,4.3,5.361712063572266,2209115.65625,9968.203335885555,Yes
42003130800,1002798.0,0.0,Census Tract 1308,Pennsylvania,Allegheny County,24438.0,3692.0,,,19619.0,2934.0,24643.0,4886.0,30282.0,8195.0,24219.0,3433.0,,,,,,,,,,,,,,,934,193.0,105,77.0,829,224.0,11.2,7.910053876699943,1733735.97265625,6548.67332510277,Yes
42003141200,1396263.0,0.0,Census Tract 1412,Pennsylvania,Allegheny County,116250.0,16936.0,,,85357.0,26324.0,163281.0,60300.0,112500.0,27364.0,102955.0,48466.0,,,136250.0,91836.0,,,,,208393.0,205396.0,120948.0,13507.0,,,1836,122.0,241,91.0,1595,105.0,13.1,4.879075920134819,2413136.19921875,12271.850575729106,Yes
42003161000,2646060.0,0.0,Census Tract 1610,Pennsylvania,Allegheny County,55076.0,17224.0,,,,,,,57328.0,9051.0,,,,,,,,,,,,,59716.0,16229.0,,,1114,252.0,99,64.0,1015,269.0,8.9,5.381854467519371,4569304.91796875,9772.64821723559,Yes
42003241300,1906191.0,327615.0,Census Tract 2413,Pennsylvania,Allegheny County,73822.0,16169.0,94297.0,46023.0,66570.0,21179.0,78750.0,25353.0,46759.0,27584.0,,,,,250001.0,,,,,,,,67442.0,16479.0,116406.0,15856.0,1847,231.0,183,96.0,1664,239.0,9.9,5.047742017356272,3296744.3203125,16605.34054581697,Yes
42003261300,1957399.0,0.0,Census Tract 2613,Pennsylvania,Allegheny County,55817.0,21293.0,,,46875.0,25819.0,70341.0,16544.0,44706.0,33739.0,39000.0,12312.0,,,,,,,,,2499.0,,82083.0,18733.0,,,1081,122.0,11,18.0,1070,122.0,1.0,1.661159887683868,3387425.03125,12632.62467115025,Yes
42003271600,1789995.0,0.0,Census Tract 2716,Pennsylvania,Allegheny County,40015.0,21521.0,,,40341.0,30372.0,40667.0,29098.0,,,26761.0,13613.0,,,,,,,,,,,67771.0,15496.0,,,2040,373.0,181,102.0,1859,402.0,8.9,4.729502337245309,3096375.54296875,11469.039330290809,Yes
42003409001,24155865.0,20971.0,Census Tract 4090.01,Pennsylvania,Allegheny County,174649.0,9494.0,91611.0,56247.0,176943.0,23706.0,188545.0,45706.0,80323.0,55707.0,,,,,176596.0,6911.0,,,,,174896.0,165039.0,161250.0,29605.0,,,3179,265.0,458,169.0,2721,282.0,14.4,5.178706173401095,42019444.51953125,27868.610479223637,Yes
42003409002,19790372.0,0.0,Census Tract 4090.02,Pennsylvania,Allegheny County,187053.0,59531.0,,,238173.0,58811.0,190357.0,130612.0,183214.0,139388.0,,,,,,,,,,,180694.0,23243.0,213966.0,59400.0,,,1832,170.0,280,106.0,1552,170.0,15.3,5.609513017257319,34425726.15625,26454.866169851317,Yes
42003411001,28251912.0,0.0,Census Tract 4110.01,Pennsylvania,Allegheny County,248085.0,28943.0,,,220250.0,83394.0,250001.0,,133162.0,25980.0,,,,,250001.0,,,,,,,,231295.0,35281.0,,,1452,137.0,320,128.0,1132,133.0,22.0,8.566671655769,49123675.44921875,28760.00272275474,Yes
42003411002,11741809.0,0.0,Census Tract 4110.02,Pennsylvania,Allegheny County,120260.0,17533.0,,,119440.0,49080.0,163984.0,40545.0,88141.0,9974.0,,,,,164219.0,78188.0,,,,,182679.0,113025.0,116681.0,7628.0,,,2399,223.0,208,108.0,2191,238.0,8.7,4.429145666991575,20416166.046875,30997.031027935533,Yes
42003412003,8272797.0,0.0,Census Tract 4120.03,Pennsylvania,Allegheny County,187804.0,14158.0,,,250001.0,,182902.0,39598.0,117188.0,24952.0,,,,,187569.0,60014.0,,,,,,,189875.0,32659.0,,,2173,176.0,160,88.0,2013,182.0,7.4,4.005549180571392,14365042.296875,16678.401841931736,Yes
42003412004,18597920.0,10752.0,Census Tract 4120.04,Pennsylvania,Allegheny County,153232.0,10025.0,,,187969.0,50822.0,154600.0,30427.0,80577.0,69831.0,,,,,209896.0,79254.0,,,,,97375.0,93536.0,153303.0,14456.0,,,1428,173.0,143,73.0,1285,179.0,10.0,4.966003748503456,32308366.703125,28671.443115293114,Yes
42003458001,17615721.0,114258.0,Census Tract 4580.01,Pennsylvania,Allegheny County,104728.0,36213.0,,,127813.0,85273.0,133948.0,23550.0,84750.0,15452.0,,,,,,,,,,,153341.0,77922.0,103940.0,31337.0,,,1878,182.0,223,88.0,1655,197.0,11.9,4.542335133437088,30592238.61328125,31210.771860245655,Yes
42003458002,17643972.0,0.0,Census Tract 4580.02,Pennsylvania,Allegheny County,99422.0,13342.0,,,169755.0,10968.0,106406.0,41436.0,52950.0,19922.0,250001.0,,,,,,,,,,,,97759.0,28280.0,,,2119,187.0,211,116.0,1908,212.0,10.0,5.40329110930827,30468202.05078125,29509.724694874527,Yes
42003513000,2584742.0,158463.0,Census Tract 5130,Pennsylvania,Allegheny County,35781.0,10687.0,,,,,46406.0,17493.0,36250.0,20155.0,38092.0,18385.0,,,,,,,,,,,39167.0,19232.0,,,1145,158.0,80,61.0,1065,150.0,7.0,5.239544231789418,4461966.64453125,12205.689896946773,Yes
42003562901,2251624.0,585395.0,Census Tract 5629.01,Pennsylvania,Allegheny County,47404.0,16895.0,,,45417.0,35299.0,59224.0,40725.0,30781.0,16797.0,25542.0,13648.0,,,,,,,,,,,56111.0,16371.0,,,592,78.0,19,23.0,573,82.0,3.2,3.8620535598026233,3888303.62890625,14840.746423378632,Yes
42003563201,315777.0,138471.0,Census Tract 5632.01,Pennsylvania,Allegheny County,108672.0,90085.0,,,96711.0,14854.0,207241.0,34037.0,98889.0,7075.0,,,,,,,,,,,,,108594.0,96276.0,,,187,68.0,9,15.0,178,68.0,4.8,7.8281401460299325,545893.82421875,3791.128620774961,Yes
42003563202,609332.0,0.0,Census Tract 5632.02,Pennsylvania,Allegheny County,51293.0,19608.0,,,101101.0,19071.0,26719.0,24984.0,36000.0,19410.0,12186.0,11192.0,,,,,,,,,54274.0,13565.0,96538.0,17624.0,,,1298,199.0,74,45.0,1224,197.0,5.7,3.354883288226177,1053546.9140625,5871.044785020385,Yes
42003564700,942558.0,0.0,Census Tract 5647,Pennsylvania,Allegheny County,40995.0,6714.0,,,43438.0,13904.0,40762.0,10473.0,18646.0,17729.0,41854.0,8160.0,,,,,,,,,26159.0,7452.0,42143.0,13529.0,,,1176,228.0,152,122.0,1024,227.0,12.9,10.066948135106799,1628857.9296875,7203.512608955487,Yes
42003564800,811955.0,0.0,Census Tract 5648,Pennsylvania,Allegheny County,29236.0,8549.0,25469.0,16612.0,23110.0,8313.0,27454.0,20056.0,41786.0,13780.0,26780.0,5617.0,,,,,,,,,,,50536.0,10287.0,,,761,124.0,42,32.0,719,116.0,5.5,4.107704976185228,1403509.0703125,5661.713612649534,Yes
42003565100,672618.0,0.0,Census Tract 5651,Pennsylvania,Allegheny County,65328.0,10410.0,,,82566.0,26303.0,118500.0,53832.0,22154.0,19243.0,16667.0,10262.0,,,,,,,,,,,89538.0,16925.0,,,1520,148.0,125,53.0,1395,156.0,8.2,3.3936564209404687,1163020.96484375,5782.53192158864,Yes
42003565200,1284592.0,0.0,Census Tract 5652,Pennsylvania,Allegheny County,62283.0,35081.0,,,91146.0,76748.0,,,30840.0,2497.0,30205.0,8176.0,,,,,,,,,173500.0,46582.0,94250.0,40669.0,,,1496,299.0,108,57.0,1388,292.0,7.2,3.5263869606741496,2221203.03515625,6388.379217479201,Yes
42003565300,6565373.0,20848.0,Census Tract 5653,Pennsylvania,Allegheny County,65536.0,25631.0,,,,,90179.0,73210.0,105156.0,57118.0,114375.0,80415.0,,,,,,,,,,,58707.0,11341.0,,,529,86.0,6,9.0,523,87.0,1.1,1.6913015633525095,11330032.44140625,27496.07723005715,Yes
